id,osm_id,name,number,street,postal_code,city,country,country_code,status,lat,lon,website,phone,fax,year,stats,tags,description
7152601,1153618944,Musée Départemental de Préhistoire de Solutré,,Chemin de la Roche,71960,Solutré-Pouilly,France,fr,open,46.2976296,4.718872,,,,2018,payant:14277;gratuit:10482;label-date:01/02/2003,label:musee de france,
9001001,34588114,Musée d'Art et d'Histoire,,Allée de l'Option Française,90000,Belfort,France,fr,open,47.63662965,6.864735068130328,,,,2018,payant:3227;gratuit:13151;label-date:01/02/2003,label:musee de france,
9004101,2647243377,Forge-Musée,,Rue de Rougemont,90170,Étueffont,France,fr,open,47.7224462,6.920875,,,,2018,payant:391;gratuit:716;label-date:01/02/2003,label:musee de france,
8936801,2598935771,Musée Colette,,Place du Château,89520,Saint-Sauveur-en-Puisaye,France,fr,open,47.6173071,3.1989776,,,,2018,payant:5777;gratuit:1306;label-date:01/02/2003,label:musee de france,
2205001,95903744,Musée du Château de Dinan,,Promenade des Petits Fossés,22100,Dinan,France,fr,closed,48.450287599999996,-2.0449255728476867,,,,2018,payant:0;gratuit:0;label-date:01/02/2003,label:musee de france,
2915502,2139061354,Musée des Phares et Balises,,Route du Phare,,Lampaul,France,fr,open,48.4594493,-5.1294058,,,,2018,payant:15883;gratuit:2521;label-date:01/02/2003,label:musee de france,
5601001,,Musée de la Carte Postale,,,,BAUD,France,fr,open,,,,,,2018,payant:1838;gratuit:996;label-date:30/05/2017,label:musee de france,
1803301,3639383770,Musée Estève,,Rue Édouard Branly,18000,Bourges,France,fr,open,47.0861911,2.396213,,,,2018,payant:0;gratuit:0;label-date:01/02/2003,label:musee de france,
2836301,7659392646,Musée Farcot,,Rue de la Porte d'Étampes,28700,Sainville,France,fr,open,48.4154704,1.8793028,,,,2018,payant:24;gratuit:54;label-date:01/02/2003,label:musee de france,
3600601,2416267792,Musée de la Chemiserie et de l'Elégance Masculine,,Rue Charles Brillaud,36200,Argenton-sur-Creuse,France,fr,open,46.5884724,1.5182182,,,,2018,payant:2919;gratuit:3889;label-date:01/02/2003,label:musee de france,
3620001,275239079,Musée Archéologique d'Argentomagus,,Impasse du Clos des Mersans,36200,Saint-Marcel,France,fr,open,46.600498,1.5163171900000003,,,,2018,payant:5930;gratuit:4409;label-date:01/02/2003,label:musee de france,
3700301,,Musée - Hôtel Morin,,,,AMBOISE,France,fr,open,,,,,,2018,payant:0;gratuit:8676;label-date:01/02/2003,label:musee de france,
3722601,2180497491,Musée Municipal,1,Rue de la Paix,37800,Maillé,France,fr,closed,47.0523157,0.5806916,,,,2018,payant:0;gratuit:0;label-date:01/02/2003,label:musee de france,
3726104,969140682,Musée des Vins de Touraine,16,Jardin du Musée des Vins de Touraine,37010,Tours,France,fr,closed,47.3958548,0.6869467,,,,2018,payant:0;gratuit:0;label-date:01/02/2003,label:musee de france,
4502801,7689503538,Musée Daniel Vannier,,Place Dunois,45190,Beaugency,France,fr,closed,47.7777641,1.6336664,,,,2018,payant:0;gratuit:0;label-date:01/02/2003,label:musee de france,
2A00403,66274796,Musée Palais Fesch,50-52,Rue Cardinal Fesch,20000,Ajaccio,France,fr,open,41.9218958,8.738913555286306,,,,2018,payant:27554;gratuit:20343;label-date:01/02/2003,label:musee de france,
2B09601,6234663071,Musée de la Corse,,Place du Poilu,20250,Corte,France,fr,open,42.3058166,9.1484352,,,,2018,payant:63250;gratuit:9726;label-date:01/02/2003,label:musee de france,
0831101,1879820958,Musée du Feutre,,Rue Du Colombier,08210,Mouzon,France,fr,open,49.6060032,5.0749863,,,,2018,payant:2853;gratuit:1156;label-date:01/02/2003,label:musee de france,
0836201,115500287,Musée du Rethelois et du Porcien,,Impasse du Musée,08270,Novion-Porcien,France,fr,open,49.6002819,4.415982189901115,,,,2018,payant:0;gratuit:299;label-date:01/02/2003,label:musee de france,
1003301,,Musée Municipal,,,,BAR-SUR-AUBE,France,fr,closed,,,,,,2018,payant:0;gratuit:0;label-date:01/02/2003,label:musee de france,
1038705,,Maison de l'Outil  et de la Pensée Ouvrière,,,,TROYES,France,fr,open,,,,,,2018,payant:17574;gratuit:2818;label-date:01/02/2003,label:musee de france,
1038704,,Musée des Beaux-Arts (Musée Pic Saint-Loup),,,,TROYES,France,fr,open,,,,,,2018,payant:5764;gratuit:20766;label-date:01/02/2003,label:musee de france,
6730001,58887086,Musée de la Chartreuse,,Rue des Étudiants,67120,Molsheim,France,fr,open,48.5428428,7.490422123361975,,,,2018,payant:5367;gratuit:1596;label-date:01/02/2003,label:musee de france,
6737201,158554855,Musée de l'Image Populaire de Pfaffenhoffen,,Rue du Docteur Albert Schweitzer,67350,Haguenau-Wissembourg,France,fr,open,48.84483,7.6115728636419755,,,,2018,payant:1172;gratuit:862;label-date:2002-09-07 00:00:00,label:musee de france,
6748208,239813123,Musée Alsacien,23,Quai Saint-Nicolas,67065,Strasbourg,France,fr,open,48.5791319,7.7506043,,,,2018,payant:38258;gratuit:27531;label-date:01/02/2003,label:musee de france,
6748213,486650189,Musée Tomi Ungerer,,Rue Joseph Massol,67073,Strasbourg,France,fr,open,48.58570885,7.755036989998281,,,,2018,payant:25000;gratuit:25000;label-date:18/04/2008,label:musee de france,
6751301,,Musée J.F. Oberlin,,,,WALDERSBACH,France,fr,open,,,,,,2018,payant:22322;gratuit:7801;label-date:01/02/2003,label:musee de france,
6755001,2176631839,Musée de la Bataille du 6 Août 1870,,Cour du Château,67360,Wœrth,France,fr,open,48.9388096,7.7472595,,,,2018,payant:1452;gratuit:940;label-date:01/02/2003,label:musee de france,
6806301,6211249261,Musée de la Porte de Thann,,Rue Haffner,68700,Cernay,France,fr,open,47.8099726,7.1731847,,,,2018,payant:40;gratuit:111;label-date:01/02/2003,label:musee de france,
